"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
37,"M","High School","Single","$80K - $120K",2,3437,5110,76
50,"M","Graduate","Single","$80K - $120K",3,5965,4637,91
46,"F","Doctorate","Married","Less than $40K",3,2644,4815,83
59,"F","College","Married","$40K - $60K",2,3481,4556,81
49,"F","Graduate","Unknown","Less than $40K",3,3272,4444,83
35,"F","Graduate","Married","Less than $40K",2,3019,4509,71
27,"F","High School","Single","Less than $40K",1,1438.3,2641,40
45,"F","Post-Graduate","Single","$40K - $60K",3,4688,5248,89
37,"F","College","Single","Less than $40K",1,1438.3,3948,84
41,"F","Graduate","Married","Less than $40K",2,1655,2156,37
47,"F","Graduate","Divorced","$40K - $60K",1,1438.3,4669,83
51,"F","High School","Divorced","Less than $40K",1,1438.3,4866,65
53,"F","High School","Married","$40K - $60K",4,5182,5012,85
46,"F","Graduate","Single","Less than $40K",2,1438.3,1757,44
43,"F","Graduate","Married","$40K - $60K",3,4287,4874,82
53,"F","College","Married","$40K - $60K",1,2304,4505,85
50,"F","Graduate","Single","Less than $40K",1,2765,4010,59
46,"F","College","Single","Less than $40K",3,2485,4728,81
50,"F","College","Single","Less than $40K",3,2446,4310,75
48,"F","Graduate","Single","Less than $40K",2,2214,5084,82
56,"F","College","Single","Less than $40K",3,5254,4546,89
36,"F","Post-Graduate","Single","Less than $40K",2,1821,2824,43
44,"F","High School","Single","Less than $40K",3,3024,4983,78
54,"F","High School","Single","Less than $40K",3,1517,4981,82
39,"F","High School","Married","Less than $40K",2,2024,2870,36
56,"M","Graduate","Single","$80K - $120K",3,16835,4059,80
42,"F","High School","Single","Less than $40K",3,2145,2465,42
44,"M","Graduate","Married","$60K - $80K",3,9114,2740,52
33,"F","Graduate","Single","$40K - $60K",2,3043,4833,85
53,"F","Graduate","Married","$40K - $60K",2,4621,4952,82
44,"M","Graduate","Single","$60K - $80K",2,2758,4244,96
54,"F","Graduate","Married","Less than $40K",2,1740,4751,93
50,"F","Post-Graduate","Married","Less than $40K",2,3350,4906,89
40,"M","High School","Single","$120K +",1,34516,3699,64
41,"F","Graduate","Divorced","$40K - $60K",1,9294,4531,73
47,"M","High School","Married","$60K - $80K",2,9389,3415,84
44,"M","College","Married","$40K - $60K",3,9317,4121,81
34,"M","College","Unknown","$40K - $60K",1,7452,3339,51
39,"F","High School","Unknown","Less than $40K",3,1817,2216,44
58,"M","High School","Single","$80K - $120K",2,10021,4431,68
42,"F","Graduate","Single","Less than $40K",2,2344,3889,80
52,"F","Graduate","Married","Less than $40K",5,1471,2253,48
42,"F","Graduate","Married","Less than $40K",3,1438.3,2418,48
43,"F","College","Married","Less than $40K",2,1484,1664,39
37,"F","Post-Graduate","Married","$40K - $60K",2,3233,1339,32
55,"F","Graduate","Single","Less than $40K",3,1745,4562,67
53,"F","College","Married","Less than $40K",1,2160,4518,93
55,"F","Graduate","Single","Less than $40K",2,2638,4153,77
56,"M","College","Married","$80K - $120K",1,10214,4493,79
53,"F","Graduate","Single","Less than $40K",3,1438.3,1985,38
56,"M","High School","Divorced","$80K - $120K",3,8111,3719,69
43,"M","College","Divorced","$80K - $120K",3,7278,2120,43
45,"F","College","Unknown","Less than $40K",2,1438.3,5025,85
45,"M","Graduate","Married","$80K - $120K",4,3081,4317,72
54,"F","Graduate","Married","Less than $40K",2,3034,4349,90
49,"F","Doctorate","Single","Less than $40K",2,2960,4918,63
54,"F","Graduate","Unknown","$40K - $60K",2,1779,2660,41
43,"F","Graduate","Married","Less than $40K",3,1620,4570,82
49,"M","High School","Single","$120K +",2,21680,4410,86
53,"F","High School","Married","Less than $40K",3,3918,2115,42
29,"F","Graduate","Married","Less than $40K",2,1438.3,4769,84
50,"F","Graduate","Unknown","Less than $40K",1,3287,4148,83
49,"F","High School","Unknown","$40K - $60K",3,4048,2227,41
47,"M","High School","Single","$60K - $80K",1,2843,3738,77
58,"F","Graduate","Single","Less than $40K",1,2127,4401,65
42,"F","College","Married","$40K - $60K",3,1695,2055,46
48,"F","High School","Single","Less than $40K",2,2648,4926,89
61,"F","Graduate","Single","Less than $40K",2,2602,4838,85
56,"M","Graduate","Single","$60K - $80K",2,1891,5255,77
46,"F","Graduate","Single","Less than $40K",3,2881,2450,49
42,"F","College","Single","$40K - $60K",2,2827,3891,81
34,"F","Graduate","Single","Less than $40K",2,1666,2312,35
42,"F","Graduate","Married","Less than $40K",3,1438.3,4511,76
54,"F","High School","Single","$40K - $60K",2,2205,4904,82
41,"F","Graduate","Married","Less than $40K",1,2890,4377,84
51,"F","Graduate","Single","Less than $40K",3,1483,2520,40
56,"M","Graduate","Married","$120K +",1,7234,5051,83
57,"F","College","Single","Less than $40K",1,2063,4304,81
58,"F","Graduate","Single","$40K - $60K",3,5530,5270,78
59,"F","College","Single","Less than $40K",2,2645,4251,76
42,"F","High School","Married","Less than $40K",1,3124,4986,79
56,"M","Graduate","Married","$80K - $120K",6,8688,2361,41
47,"F","Graduate","Single","Less than $40K",2,15109,2315,43
42,"M","Graduate","Married","$60K - $80K",2,4953,4026,53
27,"F","College","Married","Less than $40K",3,1893,5176,91
38,"M","High School","Single","$40K - $60K",2,2232,4185,80
52,"F","Post-Graduate","Single","$40K - $60K",5,1766,4643,76
59,"M","High School","Single","Less than $40K",1,3790,4455,85
33,"M","High School","Married","$40K - $60K",2,6392,4069,66
48,"F","Doctorate","Married","Less than $40K",3,2559,4117,69
53,"M","Graduate","Single","$80K - $120K",2,34516,4826,70
41,"F","Graduate","Single","Less than $40K",2,1438.3,4897,96
34,"F","Graduate","Single","$40K - $60K",3,4022,3776,84
59,"F","Graduate","Single","$40K - $60K",2,3510,4833,77
57,"F","High School","Single","Less than $40K",3,2347,2447,47
44,"F","High School","Single","Less than $40K",1,2085,3805,79
47,"F","Graduate","Unknown","Less than $40K",2,3165,2751,49
52,"F","High School","Married","Less than $40K",2,2253,4758,81
54,"M","High School","Single","$80K - $120K",3,20882,4765,76
41,"M","College","Married","$80K - $120K",1,3306,4772,76
45,"F","High School","Divorced","Less than $40K",1,2052,4289,72
42,"M","Graduate","Married","$80K - $120K",2,8480,4070,76
53,"F","College","Unknown","Less than $40K",3,2081,4428,80
38,"F","College","Married","Less than $40K",3,3420,4267,75
26,"F","Graduate","Single","Less than $40K",1,3416,4614,70
46,"M","Graduate","Married","$80K - $120K",1,2171,4531,88
57,"F","Graduate","Unknown","$40K - $60K",2,2791,5440,83
43,"F","Graduate","Married","Less than $40K",2,1530,5138,84
48,"F","High School","Unknown","Less than $40K",1,1438.3,5014,84
52,"F","High School","Single","Less than $40K",1,5721,4188,79
48,"F","High School","Single","Less than $40K",3,3520,3630,78
41,"F","Doctorate","Married","$40K - $60K",3,1604,2264,47
54,"F","Graduate","Married","$40K - $60K",4,1632,2532,43
46,"M","College","Married","$40K - $60K",3,3914,4242,64
36,"F","Graduate","Married","Less than $40K",2,2328,4373,89
51,"F","High School","Single","Less than $40K",4,3229,4526,95
44,"F","Graduate","Unknown","Less than $40K",1,3080,5097,77
38,"F","College","Single","Less than $40K",1,2569,4126,56
50,"F","High School","Single","Less than $40K",1,4517,4686,81
46,"F","Doctorate","Single","Less than $40K",2,2292,2595,31
40,"M","High School","Unknown","Less than $40K",3,2420,2478,43
38,"F","High School","Single","Less than $40K",1,2703,2752,43
44,"F","Doctorate","Married","Less than $40K",3,3047,4961,85
46,"F","College","Married","$40K - $60K",1,1441,4894,84
50,"F","Graduate","Married","Less than $40K",3,2999,5119,83
38,"M","High School","Single","$60K - $80K",1,1438.3,5066,76
44,"F","High School","Married","$40K - $60K",3,1438.3,4445,78
51,"F","College","Married","$40K - $60K",3,4762,2811,52
40,"M","College","Unknown","$40K - $60K",2,4802,4821,66
31,"F","High School","Divorced","Less than $40K",1,1984,4794,73
48,"M","Doctorate","Single","$60K - $80K",1,8086,4775,78
47,"M","High School","Single","$40K - $60K",3,1536,4643,89
48,"M","College","Married","$80K - $120K",3,3430,2639,46
51,"F","High School","Single","Less than $40K",3,1759,4351,81
41,"M","Doctorate","Single","$120K +",2,6314,2718,44
43,"M","Graduate","Married","$60K - $80K",3,1438.3,2389,49
49,"M","College","Divorced","$40K - $60K",3,2181,4997,89
47,"M","High School","Single","$80K - $120K",3,4754,2607,41
43,"M","High School","Single","$80K - $120K",2,11247,4894,85
55,"M","Graduate","Single","$120K +",3,16258,3761,58
49,"M","Graduate","Married","$120K +",1,34516,3863,69
43,"M","High School","Married","$60K - $80K",2,4255,3607,75
48,"F","College","Single","Less than $40K",3,1438.3,5045,82
57,"F","High School","Single","Less than $40K",3,3029,4750,89
44,"F","Graduate","Single","Less than $40K",3,1791,2771,36
43,"F","Graduate","Single","Less than $40K",3,1620,4387,91
58,"F","College","Single","Less than $40K",5,1552,4731,71
53,"F","High School","Married","Less than $40K",2,3472,4520,84
48,"F","Graduate","Married","Less than $40K",2,10973,4892,94
59,"F","Graduate","Single","Less than $40K",4,4257,2828,50
42,"F","Graduate","Married","Less than $40K",3,3422,4486,74
45,"F","Graduate","Single","Less than $40K",1,4977,4182,85
39,"F","Graduate","Divorced","Less than $40K",2,1438.3,4386,64
45,"F","Doctorate","Married","$40K - $60K",1,1438.3,4462,77
45,"M","College","Married","$60K - $80K",3,3439,2661,35
56,"F","Post-Graduate","Single","$40K - $60K",1,3005,4586,72
50,"F","Graduate","Married","Less than $40K",3,2033,4360,95
53,"F","Graduate","Unknown","Less than $40K",3,2415,5063,78
51,"M","High School","Single","$60K - $80K",3,28673,3722,69
44,"F","High School","Single","Less than $40K",3,1895,2472,40
56,"F","High School","Married","Less than $40K",2,2041,3588,63
46,"F","Graduate","Single","Less than $40K",2,1438.3,5013,81
54,"F","High School","Single","Less than $40K",3,1572,4148,54
50,"F","High School","Single","Less than $40K",1,1460,4265,63
52,"M","Graduate","Single","$80K - $120K",3,25410,5472,70
56,"F","College","Married","Less than $40K",1,2143,4684,82
59,"F","College","Single","Less than $40K",3,3297,4783,91
39,"F","High School","Married","Less than $40K",3,2816,4817,87
53,"F","Graduate","Single","Less than $40K",6,2370,2164,45
35,"F","Graduate","Single","Less than $40K",3,1678,2475,61
36,"F","Graduate","Married","Less than $40K",2,1493,2516,63
50,"F","High School","Married","Less than $40K",3,2690,2272,57
54,"F","High School","Married","Less than $40K",1,3173,4883,71
43,"F","Graduate","Married","Less than $40K",3,2890,4233,77
46,"F","High School","Unknown","Less than $40K",3,3313,2135,44
40,"F","Graduate","Single","$40K - $60K",2,2625,2480,47
43,"F","Graduate","Single","Less than $40K",2,3226,5066,75
49,"F","Graduate","Married","Less than $40K",3,2174,3890,78
49,"F","High School","Married","Less than $40K",3,2215,4656,72
42,"F","High School","Single","Less than $40K",2,3172,4163,83
54,"F","High School","Married","Less than $40K",2,2452,2398,29
56,"M","Graduate","Single","$40K - $60K",3,1466,5110,86
52,"F","Graduate","Married","Less than $40K",3,2427,4663,85
59,"M","Graduate","Single","$120K +",3,17999,4740,78
44,"F","High School","Married","$40K - $60K",2,4553,4999,95
57,"F","Graduate","Married","Less than $40K",3,1894,5750,73
48,"F","High School","Married","Less than $40K",2,2097,4189,83
47,"M","High School","Divorced","$60K - $80K",1,1983,5065,80
52,"M","College","Married","$60K - $80K",1,7879,4844,83
46,"F","High School","Married","$40K - $60K",3,3336,5577,95
34,"F","Post-Graduate","Married","Less than $40K",3,1726,5228,68
45,"F","Doctorate","Single","Less than $40K",6,2917,4878,92
49,"M","Doctorate","Married","$40K - $60K",2,1915,3911,80
43,"M","Graduate","Unknown","$40K - $60K",3,4878,5021,84
41,"F","College","Married","Less than $40K",1,2066,4887,76
53,"F","High School","Married","$40K - $60K",3,2164,4341,69
42,"F","Graduate","Unknown","Less than $40K",3,6250,4042,60
43,"F","High School","Married","Less than $40K",2,1484,4838,81
45,"M","College","Unknown","$40K - $60K",1,4718,4598,80
44,"F","High School","Single","Less than $40K",1,1438.3,4429,78
51,"F","Graduate","Married","Less than $40K",3,3683,4684,86
38,"F","High School","Divorced","Less than $40K",3,2722,4488,88
43,"M","High School","Married","$80K - $120K",1,34516,4081,54
48,"M","Graduate","Married","$60K - $80K",3,2072,4091,71
53,"M","Graduate","Married","$120K +",1,6383,4985,87
42,"M","College","Married","$60K - $80K",3,1438.3,4246,83
46,"F","High School","Divorced","Less than $40K",2,2841,4144,73
37,"M","Doctorate","Single","$120K +",1,2360,3696,82
43,"M","High School","Married","$60K - $80K",3,3717,4667,91
56,"F","Graduate","Married","Less than $40K",3,1438.3,1988,42
43,"F","Graduate","Unknown","$40K - $60K",3,4091,5244,87
38,"F","High School","Single","Less than $40K",3,2920,2750,41
49,"F","Graduate","Married","Less than $40K",3,1938,2870,49
62,"F","College","Divorced","Less than $40K",3,4049,3908,80
45,"M","Doctorate","Married","$80K - $120K",3,1438.3,4598,86
40,"M","College","Single","$60K - $80K",2,10880,4957,90
51,"M","Doctorate","Married","$60K - $80K",1,3451,4097,67
41,"M","High School","Divorced","$60K - $80K",2,20749,4754,77
49,"F","Post-Graduate","Single","Less than $40K",3,2481,4466,69
61,"M","High School","Single","$60K - $80K",3,2415,4479,71
33,"F","College","Single","Less than $40K",3,1438.3,4641,85
35,"F","Doctorate","Single","Less than $40K",2,1438.3,5020,94
41,"F","High School","Married","Less than $40K",2,2601,5111,83
49,"M","High School","Single","$60K - $80K",2,5578,3459,53
52,"F","Graduate","Married","Less than $40K",3,3698,3763,82
45,"F","College","Unknown","Less than $40K",2,1795,5575,73
42,"F","Graduate","Single","Less than $40K",2,1933,4833,71
41,"M","Graduate","Married","$120K +",3,27169,3906,87
54,"F","High School","Married","Less than $40K",2,5642,4633,84
60,"F","Graduate","Married","Less than $40K",2,3239,4621,91
37,"F","College","Single","$40K - $60K",1,3680,4835,77
44,"M","Graduate","Married","$60K - $80K",1,1787,3912,79
52,"M","Graduate","Married","$60K - $80K",3,4752,3946,63
43,"M","High School","Married","$60K - $80K",3,3764,4898,80
40,"F","High School","Single","Less than $40K",3,5492,2416,45
39,"F","Doctorate","Divorced","Less than $40K",2,3554,5152,90
44,"F","High School","Unknown","Less than $40K",3,3170,5357,91
41,"M","High School","Single","Less than $40K",3,3429,4015,76
50,"M","Graduate","Married","$60K - $80K",1,2021,5298,71
54,"F","College","Married","Less than $40K",5,2444,4609,61
51,"F","Graduate","Married","$40K - $60K",2,2107,4841,88
48,"M","College","Married","$120K +",3,32777,4520,75
50,"M","Graduate","Married","$120K +",3,4607,4793,88
40,"F","College","Married","$40K - $60K",3,3144,4758,67
47,"F","Post-Graduate","Divorced","$40K - $60K",2,2725,4904,85
53,"F","High School","Single","Less than $40K",2,1874,4194,78
45,"F","High School","Single","$40K - $60K",3,2853,4971,65
50,"F","Graduate","Single","Less than $40K",2,2382,4563,89
54,"F","Graduate","Single","Less than $40K",3,2830,4854,74
52,"F","Graduate","Married","Less than $40K",1,3705,4452,89
49,"F","Graduate","Single","Less than $40K",3,1675,2622,53
52,"F","High School","Married","Less than $40K",1,2563,4515,77
46,"F","High School","Married","Less than $40K",3,1896,4588,75
44,"F","Graduate","Single","$40K - $60K",3,4196,2558,38
38,"F","High School","Single","$40K - $60K",1,3040,5616,73
51,"M","College","Married","$40K - $60K",3,4436,4460,85
44,"F","Graduate","Divorced","Less than $40K",2,13138,3881,77
38,"F","College","Married","Less than $40K",2,3297,4636,86
46,"M","Graduate","Single","$60K - $80K",3,6272,4514,66
54,"M","College","Single","$40K - $60K",2,5608,4325,77
30,"F","Graduate","Married","Less than $40K",2,1621,5247,84
51,"M","Graduate","Single","$120K +",1,3168,4674,71
37,"F","College","Married","Less than $40K",1,2939,5076,84
44,"F","High School","Divorced","Less than $40K",1,2724,4171,75
45,"M","High School","Unknown","$60K - $80K",2,1870,4891,65
55,"F","Graduate","Married","$40K - $60K",1,1438.3,4885,88
55,"F","High School","Married","$40K - $60K",4,4629,2877,49
50,"M","Graduate","Single","$120K +",2,34516,4520,73
45,"M","Doctorate","Married","$60K - $80K",2,13093,2032,39
47,"F","Graduate","Single","Less than $40K",2,2761,4510,88
38,"F","High School","Single","$40K - $60K",2,2148,4711,64
49,"F","Graduate","Divorced","$40K - $60K",3,2485,4208,71
39,"F","Graduate","Single","$40K - $60K",3,3394,5421,75
50,"F","High School","Married","$40K - $60K",3,3367,5657,91
50,"F","High School","Married","$40K - $60K",3,4154,4325,86
54,"F","Graduate","Divorced","Less than $40K",2,2506,4504,80
46,"F","College","Divorced","Less than $40K",1,1774,3474,60
49,"M","High School","Unknown","$80K - $120K",3,34516,3990,65
41,"F","High School","Single","Less than $40K",3,2372,2499,41
45,"F","Graduate","Single","Less than $40K",3,1492,2469,38
44,"F","Graduate","Single","Less than $40K",2,1550,4534,87
